sample_id,filename,ground_truth,method,prediction,exact_match,hierarchical_similarity,tree_distance,common_ancestor,confidence,reasoning_summary
11,youtube/KC3Yyxprz20_frame_10935_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_no_labels,telangiectasia,0,0.0,-1,,0.9,"The image shows multiple dilated small blood vessels, likely telangiectasia, on the skin of the lower limbs. A healthcare provider is administering a treatment, possibly sclerotherapy, using a syringe"
12,youtube/s0YmSISoUug_frame_3817_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,The image shows the rim of an eyelid with eyelashes. No obvious skin lesions or abnormalities are noticeable.
13,youtube/v3Hn2eplsiw_frame_67623_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,The image shows multiple erythematous macules and papules on the skin. Some areas appear to be shiny or moist. The exact diagnosis is unclear based on the image.
14,note/Sewon-Kang-Fitzpatrick’s-Dermatology[2-Volume Set]-McGraw-Hil-Education(2019)-part8_00290_03575_0.png,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows a lesion on the forehead, characterized by an ulcerated and erythematous surface. Surrounding skin appears sun-damaged with potential actinic keratosis changes. The lesion's appearance"
15,IIYI/66_1.png,psoriasis,baseline_no_labels,eczema,0,0.5,2,non-infectious,0.8,"The image shows scaling, erythematous patches with some areas of lichenification and excoriation on both dorsal hands, suggesting chronic inflammation."
16,youtube/o1YUsJxsHdU_frame_138268_1.jpg,psoriasis,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows multiple erythematous papules, some of which appear excoriated. There is also evidence of some hyperpigmentation, likely post-inflammatory. These findings are located on the lower leg "
17,youtube/7yKeNoCB8_E_frame_33920_1.jpg,psoriasis,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.0,The image is unclear and does not provide sufficient detail for a diagnosis. The boundaries and characteristics of any potential skin lesion are not distinct.
18,youtube/iIhr9-LwS5Q_frame_11211_9.jpg,psoriasis,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.3,"The image shows a generalized pinkish hue with some blotchy patterns, but no specific lesions or identifiable features are visible."
19,youtube/Xl3sMLqhK30_frame_29964_5.jpg,psoriasis,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a small, purple lesion on the skin with no additional details that allow for a confident diagnosis."
20,public/5453977556464879778.png,eczema,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"There is a small erythematous patch on the lateral aspect of the ankle with multiple small excoriations or papules. The area appears slightly inflamed, but without clear signs of infection or a specif"
21,youtube/Z3Oa5mxfCOw_frame_15078_0_0.jpg,eczema,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.0,The image does not provide a clear view of human skin or identifiable lesions. It's unclear what is being depicted.
22,IIYI/1587_2.png,eczema,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,The image shows a scalp with areas of scaling and redness. There are both lighter and darker patches distributed across the scalp. The hair appears sparse in some regions.
23,public/stasis-dermatitis-20.jpg,eczema,baseline_no_labels,eczema (with possible lichenification),0,0.0,-1,,0.8,"The image shows erythematous, scaly, and crusted plaques on the lower leg and foot. The skin appears thickened, suggesting chronicity, likely due to repeated scratching. There is significant scaling a"
24,youtube/uzcGVrNYLaI_frame_343_0_0.jpg,eczema,baseline_no_labels,psoriasis,0,0.5,2,non-infectious,0.9,"The image shows red, scaly, and well-demarcated plaques on the skin of the elbow."
25,public/ISIC_1842966.JPG,basal cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"An erythematous, scaly plaque with some hair follicles visible. Lesion appears somewhat shiny with uneven surface texture."
26,public/ISIC_0022074.JPG,basal cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.4,"The image shows a light pinkish background with a central brownish area, which is irregular in shape. The features are not distinct enough to provide a confident diagnosis."
27,youtube/ibybqKzOz54_frame_5920_1.jpg,basal cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,The image displays a pinkish area with fine branching vessels. No clear identification of a particular skin condition can be made based on the visible findings.
28,public/ISIC_0022408.JPG,basal cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,The image shows a pinkish circular area with slightly irregular borders and possible scaling. The surrounding skin appears normal with no additional distinctive features.
29,youtube/jt3qSMam07o_frame_4640_1.jpg,basal cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a raised, dome-shaped lesion that appears pink and smooth. The surrounding skin seems slightly erythematous. No visible scale, ulceration, or pigmentation is noted."
30,youtube/ZkntcZt0aho_frame_58923_1.jpg,proliferations,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows an area of erythematous (red) skin with possible scaling and slight swelling. No other distinct features such as vesicles, pustules, or clear demarcation lines are visible."
31,youtube/ue12XjkOV_E_frame_48562_0_0.jpg,proliferations,baseline_no_labels,eczema,0,0.0,4,root,0.8,"The image shows a patch of dry, erythematous, and scaly skin. There are fine white scales with underlying redness and some lichenification visible. The affected area is located on the anterior part of"
32,youtube/BZ21v4OaWpM_frame_21990_2.jpg,proliferations,baseline_no_labels,cheilitis glandularis,0,0.0,-1,,0.8,"Swollen lips with a smooth, shiny surface and mild crusting. There is prominence in the central area with potential glandular involvement."
33,youtube/4DN_SfwZZXU_frame_19788_0_0.jpg,proliferations,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.0,The image quality and context are insufficient to identify any specific skin condition or anatomical location with confidence.
34,youtube/oa3o-pGMz-U_frame_0_0.jpg,proliferations,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.3,"The image shows an infant's skin with some mild redness and small bumps, but no clear pathological lesions can be confidently identified."
35,"edu/Argenziano, Giuseppe- Giacomel, Jason- Zalaudek, Iris - Dermatoscopy of Non-Pigmented Skin Tumors - Pink - Think - Blink.-CRC Press (2015)_00030_07186_1.jpg",squamous cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a pinkish area with some red discoloration and fine vellus hairs, but lacks clear distinctive features of any particular skin condition. The specific anatomical location is not visible"
36,youtube/1O4E-aTIIiY_frame_8598_0.jpg,squamous cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.3,"The image shows an area with erythema, crusting, and possible ulceration. There are irregularly distributed areas of red and brown pigmentation, but the image quality and close-up nature do not provid"
37,youtube/ydZgOLJuf6U_frame_43277_1.jpg,squamous cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,The image shows a scalp with localized thinning or hair loss accompanied by some areas of scaling and erythema. There are also braided hair present.
38,youtube/EScWfQK7pvA_frame_36436_0.jpg,squamous cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a scalp with apparent hair thinning, especially at the frontal and central regions. There appears to be a pattern of limited hair present, but the cause is unclear from the image."
39,public/ISIC_0021072.JPG,squamous cell carcinoma,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.4,"The image shows an area of erythematous (red) skin with some visible hair, but without definitive characteristics of a specific dermatological condition."
40,IIYI/20486_2.png,urticaria,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows multiple, irregularly shaped, pink to red patches on the skin of the upper arm. The lesions do not appear to have a raised border or any scaling."
41,public/-1542787778564695920.png,urticaria,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.4,"The image shows an area of diffuse erythema with ill-defined borders, possibly in a skin crease. The redness does not form distinct lesions."
42,youtube/EHC3ejfvcrY_frame_3125_0_0.jpg,urticaria,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows redness with some small raised lesions on the cheek. The skin appears to have some textural irregularities. However, the findings are not specific enough to determine a clear diagnosis"
43,youtube/sdvE0xFsk7U_frame_896_0_0.jpg,urticaria,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows multiple erythematous, slightly raised, irregular patches scattered across the forearm. The patches vary in size and shape and appear to be mildly inflamed."
44,youtube/eH4cE2rg_ak_frame_29458_1.jpg,urticaria,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.4,"The image shows skin on the legs with diffuse hyperpigmentation and some areas of possible lichenification, but no distinct lesions are identifiable."
45,youtube/d-nF_cZBgBY_frame_31402_0_0.jpg,lichen planus,baseline_no_labels,lichen planus,1,1.0,0,Lichen planus,0.8,"The image shows multiple violaceous, flat-topped papules and plaques on the wrists. The lesions have a shiny appearance and are symmetric."
46,youtube/tMQAGKMxUEw_frame_73886_0.jpg,lichen planus,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.4,"The image depicts a patch of skin with a dark-colored lesion. The lesion appears slightly irregular with some discoloration, but due to image quality and lack of clear clinical details, a definitive d"
47,pubmed/a4_f4_PMC8859620_JOMFP_25_383_g004.png,lichen planus,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows an inspection of the individual's oral cavity, including the teeth, tongue, and inner cheek. No clear and identifiable skin lesion or abnormality is visible."
48,youtube/jDTD1kfijoY_frame_17131_0_0.jpg,lichen planus,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,The image shows a close-up of a skin surface with diffuse erythema and overlying white scaling. No clear or specific lesions are visible to suggest a definitive diagnosis.
49,IIYI/10730_4.png,lichen planus,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows multiple patches of discolored skin that appear scaly and possibly thickened. The lesions are ill-defined and have a slightly varied coloration, possibly indicating post-inflammatory c"
50,public/warts-common-39.jpg,molluscum contagiosum,baseline_no_labels,acrochordon (skin tag),0,0.0,-1,,0.9,"The image shows a flesh-colored, pedunculated lesion protruding from the eyelid margin. The lesion is soft and similar in tone to the surrounding skin."
51,IIYI/29217_1.png,molluscum contagiosum,baseline_no_labels,milia,0,0.0,8,root,0.9,"The image shows multiple small, firm, white to flesh-colored papules on the face. They appear clustered and are consistent with superficial cysts typical of milia."
52,public/herpes-type-1-recurrent-94.jpg,molluscum contagiosum,baseline_no_labels,Herpes labialis,0,0.0,-1,,0.9,"The image shows clustered vesicles on an erythematous base located on the upper and lower lips. The vesicles appear clear with some crusting noted, characteristic of herpes simplex virus infection."
53,public/warts-common-64.jpg,molluscum contagiosum,baseline_no_labels,possible viral wart (verrucae vulgaris),0,0.0,-1,,0.8,"The image shows multiple round, elevated lesions with a verrucous surface on the dorsum of the hand and fingers. The largest lesion has a dark, hyperkeratotic surface which may suggest a viral wart. S"
54,public/corns-26.jpg,molluscum contagiosum,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,The image shows a faint erythematous and slightly scaly patch on the foot. There are no clear distinct lesions or identifiable patterns to support a specific diagnosis with confidence.
55,"note/Diane Jackson-Richards, Amit G. Pandya (eds.) - Dermatology Atlas for Skin of Color-Springer-Verlag Berlin Heidelberg (2014)_00020_00168_0.png",vitiligo,baseline_no_labels,hypopigmented macular lesion,0,0.0,-1,,0.8,There is a hypopigmented macular lesion on the lower leg. The lesion has a slightly irregular border and contrasts with the surrounding skin.
56,youtube/ughfUshyayw_frame_4579_0_0.jpg,vitiligo,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,The image shows a uniformly pinkish area without distinct or specific skin lesions identifiable for diagnosis.
57,youtube/dmTY89DBhAg_frame_41032_0.jpg,vitiligo,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,The image shows a section of skin with no clearly defined lesions or abnormal markings that allow for a definitive diagnosis.
58,note/疑难皮肤病彩色图谱OCR_00257_14590_0.png,vitiligo,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a fine, diffuse rash with evenly distributed small, uniform papules over the torso and arms. The rash appears erythematous but specific characteristics are unclear."
59,pubmed/9f_db_PMC6927254_CCID-12-911-g0002_1.jpg,vitiligo,baseline_no_labels,vitiligo,1,1.0,0,Vitiligo,0.9,"Presence of well-demarcated, symmetrical depigmented patches on the dorsum of the hand."
60,public/sebaceous-hyperplasia-71.jpg,seborrheic keratoses,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows a single, raised, pink nodule with a shiny surface and some visible telangiectasias. The surrounding skin appears normal."
61,public/seborrheic-keratosis-irritated-33.jpg,seborrheic keratoses,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image depicts an irregularly shaped, scaly lesion with mixed pigmentation including dark and red areas, surrounded by normal skin. The border appears poorly defined."
62,public/porokeratosis-31.jpg,seborrheic keratoses,baseline_no_labels,folliculitis,0,0.0,9,root,0.8,"Multiple small, scattered erythematous papules consistent with follicular distribution suggestive of folliculitis."
63,public/dermatofibroma-123.jpg,seborrheic keratoses,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a solitary, well-defined, pink-brown papule with a smooth surface. There is no additional information to confidently determine the diagnosis from this single image."
64,public/epidermal-cyst-108.jpg,seborrheic keratoses,baseline_no_labels,seborrheic keratosis,0,0.8,1,Seborrheic keratosis,0.9,"The image shows a well-circumscribed, slightly raised lesion with a waxy, wart-like appearance and a rough surface. It is brown to black in color and appears stuck onto the skin."
65,public/Lichen-Sclerosus-Penis-4.jpg,"lichen planus, psoriasis",baseline_no_labels,balanitis,0,0.0,-1,,0.8,"The image shows the glans penis with diffuse erythema and mild glossiness, suggesting inflammation. There is no visible ulceration, scaling, or nodules."
66,public/Psoriasis-Chronic-Plaque-170.jpg,"lichen planus, psoriasis",baseline_no_labels,psoriasis,0,0.0,-1,,0.9,"The image shows a well-demarcated, erythematous plaque with overlying silvery-white scaling, located on the arm. The lesion is elevated and appears to be chronic."
67,public/Lichen-Sclerosis-Vulva-22.jpg,"lichen planus, psoriasis",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,The image shows a reddened area with some scaling and minimal erosion or maceration in the intergluteal cleft region. There is also evidence of hair and possible secondary skin changes.
68,public/Psoriasis-Guttate-75.jpg,"lichen planus, psoriasis",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows multiple small, red papules scattered across the skin. There is no scaling or crusting visible. The lesions appear similar in size and shape."
69,public/psoriasis-scalp-78.jpg,"lichen planus, psoriasis",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows the posterior neck and lower scalp with diffuse scaling, erythema, and some white plaques. The skin appears dry and slightly thickened."
70,IIYI/22269_2.png,herpes zoster,baseline_no_labels,Herpes Zoster,0,1.0,0,Herpes zoster,0.9,The image shows a cluster of erythematous and vesicular lesions with crusting distributed along a dermatomal pattern on the abdomen.
71,IIYI/24063_2.png,herpes zoster,baseline_no_labels,eczema (atopic dermatitis),0,0.0,-1,,0.8,"The image shows a forearm with diffuse erythematous patches and multiple small papules. There appears to be some scaling and excoriation, indicative of chronic scratching. The distribution and appeara"
72,IIYI/830_3.png,herpes zoster,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"Multiple small, erythematous papules distributed across the back. No clear pattern or configuration is noted. The lesions appear discrete and mildly inflamed."
73,IIYI/25663_2.png,herpes zoster,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"There are multiple large, tense bullae with a clear yellowish fluid over the skin of the thigh. Surrounding erythema is visible. Smaller vesicular lesions are also noted nearby."
74,public/3730702458099585701.png,herpes zoster,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a skin lesion located on the right elbow characterized by red, slightly raised, and possibly scaly patches. There is no significant discharge or crusting visible."
75,edu/(Eğitim Tanrısı) George Laskaris - Color Atlas of Oral Diseases- Diagnosis and Treatment-Thieme (2017)_00221_00884.png,ulcer,baseline_no_labels,aphthous ulcer,0,0.0,-1,,0.9,"A well-defined, round to oval ulceration with a whitish necrotic center and an erythematous halo on the inner lip."
76,pubmed/a5_e7_PMC5004559_CCD-7-401-g002_1.jpg,ulcer,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a view inside an open mouth with visible teeth and tongue. There is a red area on the posterior region of the oral cavity near the molars, possibly indicating inflammation or an abnorm"
77,pubmed/13_ca_PMC6106674_abd-93-05-0726-g01_3.jpg,ulcer,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows multiple small, dark spots scattered over a lighter skin background, suggesting possible pigmented lesions or moles without clear specific features."
78,pubmed/e3_11_PMC4147289_GRP2014_934159.003.png,ulcer,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,The image shows the tongue with an uneven surface and a slightly swollen appearance. The overall color is pink with some areas that may appear slightly raised or textured. There is no distinct lesion 
79,youtube/UsoXCLoC0bQ_frame_23401_2.jpg,ulcer,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image displays multiple ulcerative lesions with a central necrotic core on the forearm. The borders appear erythematous, and the lesions vary in size."
80,youtube/IXZC_NOKpq0_frame_38432_0.jpg,contact dermatitis,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.4,"The image shows a section of the neck and upper chest. The skin appears erythematous and moist, potentially due to the application of a gel or substance. There is no clear lesion or distinct dermatolo"
81,youtube/XYW6aQervTY_frame_50_0_0.jpg,contact dermatitis,baseline_no_labels,solar lentigo,0,0.0,-1,,0.9,"The image shows multiple well-defined, flat, brown macules of varying sizes on the facial skin, consistent with sun-exposed areas. The lesions suggest hyperpigmentation due to sun exposure, common wit"
82,youtube/y1SpcTyifcU_frame_64505_0.jpg,contact dermatitis,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a patient with discoloration or pigmentation on the nose. Additional medical equipment such as electrodes and nasal cannula are present, indicating a clinical setting. No clear dermato"
83,youtube/CKj3GPY9dvc_frame_480_0_0.jpg,contact dermatitis,baseline_no_labels,Tonsillitis with tonsillar exudate,0,0.0,-1,,0.9,"The image shows an inflamed oropharynx with enlarged tonsils that have visible white patches suggestive of exudate. This finding is indicative of an infectious process in the throat, possibly bacteria"
84,youtube/WSjmXzl22Pk_frame_8766_0_0.jpg,contact dermatitis,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.0,The image shows a surgical procedure on the skin with visible sutures and instruments. There is no clear recognizable skin lesion to diagnose.
85,public/tinea-incognito-51.jpg,"candidiasis, tinea",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows a cluster of red, scaly patches and plaques on the upper thigh or groin. Lesions appear slightly elevated with some desquamation, consistent with an inflammatory process."
86,public/tinea-versicolor-162.jpg,"candidiasis, tinea",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows multiple dark, hyperpigmented macules and patches scattered across the back. The lesions vary in size and shape."
87,public/tinea-foot-webs-11.jpg,"candidiasis, tinea",baseline_no_labels,interdigital tinea pedis,0,0.0,-1,,0.9,"The image shows whitened, macerated skin with peeling and scaling between the toes. This appearance is typical of a fungal infection in the interdigital space."
88,public/tinea-groin-120.jpg,"candidiasis, tinea",baseline_no_labels,tinea cruris,0,0.0,-1,,0.9,"There is a well-defined, red, scaly patch with a slightly elevated border and central clearing visible in the groin area."
89,public/tinea-foot-dorsum-4.jpg,"candidiasis, tinea",baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows erythematous patches and papules on the heel and surrounding areas of the foot, with slight scaling. The skin appears dry and possibly inflamed."
90,youtube/iZrp1daJWk0_frame_15452_0.jpg,tinea,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows extensive thick, crusty scaling covering the scalp with areas of erythema and possible plaque formation."
91,edu/Illustrated-Manual-of-Pediatric-Dermatology-Diagno...-批量 OCR_00166_10141.png,tinea,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows several small, raised, erythematous papules on the neck. There is also an area of alopecia with scaling on the scalp."
92,youtube/1rQ9PmDOrSs_frame_11842_2.jpg,tinea,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows two oval, erythematous patches with central clearing and possible slight scaling along the edges. The findings are suggestive but not definitive for any specific condition."
93,youtube/609D9bQFAtc_frame_56165_0.jpg,tinea,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows toes with noticeable redness and light swelling, particularly around the joints and nail beds. There is no further detail available to conclude a specific diagnosis."
94,public/-5081790413284637815.png,tinea,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a reddish, slightly raised, circular rash on the upper back area. The rash appears with some central clearing and a slightly darker border."
95,youtube/zzxJOYcnQ6g_frame_1727_0.jpg,scabies,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a section of skin with multiple small, flat-topped papules. The papules are reddish-brown in color, scattered across the wrist area. The skin around the papules appears otherwise unrem"
96,youtube/EU7EEKXaFcg_frame_42145_0.jpg,scabies,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows erythematous, crusted patches and plaques distributed on the cheek of a child. The lesions appear inflamed and are associated with excoriation marks."
97,youtube/zHIWVerNenY_frame_735_0_0.jpg,scabies,baseline_no_labels,generalized exfoliative dermatitis,0,0.0,-1,,0.9,"Extensive erythema and scaling with thick, scaly plaques covering the posterior neck and upper back. The skin appears diffusely red and inflamed, with patches of cracked, thickened scales."
98,youtube/QjNDAQVm9Ys_frame_9240_0_0.jpg,scabies,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.8,"The image shows erythematous, scaly patches on the soles of the feet of an infant, with some areas appearing more inflamed. The distribution is bilateral and involves the lower legs."
99,IIYI/10883_2.png,scabies,baseline_no_labels,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a forearm with very subtle, faint erythematous macules or papules scattered sparsely. No prominent skin lesion is visible. The skin appears generally uniform in color with no significa"
0,pubmed/fa_03_PMC6872615_JVIM-33-2770-g004_5.jpg,no definitive diagnosis,baseline_hierarchical,no definitive diagnosis,1,1.0,0,no definitive diagnosis,0.0,The image does not show identifiable human skin or a condition from the provided ontology tree.
1,youtube/IXZC_NOKpq0_frame_20623_0_0.jpg,no definitive diagnosis,baseline_hierarchical,no definitive diagnosis,1,1.0,0,no definitive diagnosis,0.0,"The image shows what appears to be a cosmetic procedure being performed on the neck and upper chest area. There is redness consistent with recent treatment, but no clear dermatological lesion is ident"
2,pubmed/5e_ea_PMC7007033_abd-94-04-0491-g03_1.jpg,no definitive diagnosis,baseline_hierarchical,Beau's lines,0,0.0,-1,,0.9,"The image shows transverse grooves across the fingernail, which are characteristic of Beau's lines. These lines indicate a temporary interruption in nail growth, likely associated with systemic illnes"
3,pubmed/42_f3_PMC8202470_IDOJ_12_454_g001_0.png,no definitive diagnosis,baseline_hierarchical,Contact dermatitis,0,0.0,-1,,0.8,"The image shows erythematous patches with a sharp demarcation line on the cheek and jawline, which is suggestive of contact dermatitis, likely caused by an external irritant or allergen in contact wit"
4,youtube/0JGlIffYRuM_frame_4049_0.jpg,no definitive diagnosis,baseline_hierarchical,Basal cell carcinoma,0,0.0,-1,,0.9,"The image shows a pearly, erythematous lesion with telangiectasia, common features of basal cell carcinoma on the scalp."
5,youtube/TyY1qef8dIM_frame_562_0.jpg,allergic contact dermatitis,baseline_hierarchical,Pustular psoriasis,0,0.3333,4,non-infectious,0.9,"The image shows red patches with pustules, which is characteristic of pustular psoriasis. The distribution and appearance align with this diagnosis."
6,youtube/y06F3fLlDzM_frame_2891_0_0.jpg,allergic contact dermatitis,baseline_hierarchical,Keratosis pilaris,0,0.0,6,root,0.9,"The image shows small, rough bumps consistent with keratosis pilaris, typically found on the upper arms."
7,youtube/TL_AhJVL7Xg_frame_3317_1.jpg,allergic contact dermatitis,baseline_hierarchical,Onychomycosis,0,0.0,6,root,0.8,"The image shows discoloration and thickening of the toenails, which is characteristic of onychomycosis. The surrounding skin also appears slightly inflamed, which can accompany fungal nail infections."
8,youtube/TlLO0Ujv_wg_frame_29136_0_0.jpg,allergic contact dermatitis,baseline_hierarchical,Psoriasis,0,0.4,3,non-infectious,0.8,"The image shows widespread thick scaling plaques characteristic of psoriasis, covering the torso and arms. This pattern and appearance are consistent with plaque psoriasis."
9,youtube/RBEULrR75Ic_frame_51337_1.jpg,allergic contact dermatitis,baseline_hierarchical,Burn of skin,0,0.0,7,root,0.8,"The image shows an erythematous area on the face which suggests a thermal injury, consistent with a burn. The redness and location are typical of superficial burns."
10,youtube/ES7RUPzSx3U_frame_1830_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_hierarchical,Seborrheic keratosis,0,0.8,1,Seborrheic keratosis,0.9,"The lesions appear as well-circumscribed, waxy and slightly elevated plaques, which are typical characteristics of seborrheic keratosis."
11,youtube/KC3Yyxprz20_frame_10935_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_hierarchical,Spider veins,0,0.0,7,root,0.9,"The image shows prominent superficial veins consistent with telangiectasia, commonly referred to as spider veins. This is a reaction pattern rather than a specific dermatological disease and is typica"
12,youtube/s0YmSISoUug_frame_3817_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_hierarchical,no definitive diagnosis,0,0.0,-1,,0.0,The image does not display any clear dermatological lesions or conditions that can be identified from the provided ontology tree.
13,youtube/v3Hn2eplsiw_frame_67623_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_hierarchical,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows diffuse erythematous papules and pustules on the facial skin, possibly indicating an inflammatory or infectious condition. Due to image quality and lack of distinguishing features, a s"
14,note/Sewon-Kang-Fitzpatrick’s-Dermatology[2-Volume Set]-McGraw-Hil-Education(2019)-part8_00290_03575_0.png,"irritated seborrheic keratosis (from ""sk/isk"")",baseline_hierarchical,Basal cell carcinoma,0,0.5,3,non-melanocytic,0.9,"The image shows a large ulcerated lesion on the forehead, which is characteristic of basal cell carcinoma, commonly found on sun-exposed areas of elderly patients."
15,IIYI/66_1.png,psoriasis,baseline_hierarchical,Psoriasis (plaque),0,0.75,1,Psoriasis,0.9,"The image shows well-demarcated, scaly plaques on the dorsal surfaces of the hands, which are characteristic of plaque psoriasis. The chronicity, location, and appearance of the lesions support this d"
16,youtube/o1YUsJxsHdU_frame_138268_1.jpg,psoriasis,baseline_hierarchical,Stasis dermatitis,0,0.5,2,non-infectious,0.8,"The image shows erythematous patches and lesions on the lower leg, consistent with stasis dermatitis due to venous insufficiency. The location and appearance suggest a chronic inflammatory condition o"
17,youtube/7yKeNoCB8_E_frame_33920_1.jpg,psoriasis,baseline_hierarchical,no definitive diagnosis,0,0.0,-1,,0.0,The image is not clear and does not allow for identification of any specific dermatological condition.
18,youtube/iIhr9-LwS5Q_frame_11211_9.jpg,psoriasis,baseline_hierarchical,no definitive diagnosis,0,0.0,-1,,0.0,"The image does not show any specific or identifiable skin lesion. Without clear diagnostic features, it is not possible to assign a specific diagnosis from the provided ontology tree."
19,youtube/Xl3sMLqhK30_frame_29964_5.jpg,psoriasis,baseline_hierarchical,"Angioma, Hemangioma",0,0.0,7,root,0.8,"The image shows a purplish, vascular lesion which is consistent with a hemangioma or angioma. The color and appearance suggest a benign vascular proliferation."
20,public/5453977556464879778.png,eczema,baseline_hierarchical,Insect bite,0,0.1667,5,inflammatory,0.8,"The image shows a red, inflamed area with small punctate marks that are characteristic of an insect bite. The location and appearance suggest a localized reaction to an insect sting or bite without se"
21,youtube/Z3Oa5mxfCOw_frame_15078_0_0.jpg,eczema,baseline_hierarchical,no definitive diagnosis,0,0.0,-1,,0.0,The image does not show any clear or identifiable skin lesion.
