sample_id,filename,ground_truth,method,prediction,exact_match,hierarchical_similarity,tree_distance,common_ancestor,confidence,reasoning_summary
11,youtube/KC3Yyxprz20_frame_10935_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",sam_llm_guided,spider veins (telangiectasia),0,0.0,-1,,0.95,"The image shows prominent superficial blood vessels, commonly known as spider veins, visible on the skin of the legs. These appear as thin, web-like lines."
12,youtube/s0YmSISoUug_frame_3817_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.7,The image shows a close-up of eyelid and eyelashes. There are no clear visible skin lesions or conditions identifiable in this image.
13,youtube/v3Hn2eplsiw_frame_67623_0_0.jpg,"irritated seborrheic keratosis (from ""sk/isk"")",sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,The image shows multiple erythematous papules on the skin. There is no clear diagnosis based on this image alone.
14,note/Sewon-Kang-Fitzpatrick’s-Dermatology[2-Volume Set]-McGraw-Hil-Education(2019)-part8_00290_03575_0.png,"irritated seborrheic keratosis (from ""sk/isk"")",sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a large, ulcerated lesion on the forehead with irregular borders. Surrounding skin appears erythematous, indicating possible inflammation. Differential diagnoses can include actinic ke"
15,IIYI/66_1.png,psoriasis,sam_llm_guided,psoriasis,1,1.0,0,Psoriasis,0.9,"The image shows dry, scaly, and erythematous plaques on the dorsum of both hands. These plaques have well-defined borders and some areas with excoriation and cracking, typical of psoriasis."
16,youtube/o1YUsJxsHdU_frame_138268_1.jpg,psoriasis,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows multiple areas of erythema and excoriations on the leg and ankle, with evidence of scabbing and possible scratches. The lesions are scattered and show signs of inflammation."
17,youtube/7yKeNoCB8_E_frame_33920_1.jpg,psoriasis,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.3,The image does not clearly show identifiable human skin or a specific skin lesion.
18,youtube/iIhr9-LwS5Q_frame_11211_9.jpg,psoriasis,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.3,"The image displays a reddish, uniform surface with no distinct lesions or identifiable skin features. There is insufficient detail to determine a specific condition."
19,youtube/Xl3sMLqhK30_frame_29964_5.jpg,psoriasis,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.4,"The image shows a small, purple discoloration on the skin. No clear skin lesion is identifiable, making it difficult to provide a definitive diagnosis."
20,public/5453977556464879778.png,eczema,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,The image shows an erythematous area with some crusting located on the ankle. The precise diagnosis is uncertain based on the image alone.
21,youtube/Z3Oa5mxfCOw_frame_15078_0_0.jpg,eczema,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.0,The image does not clearly show any identifiable human skin or skin lesions.
22,IIYI/1587_2.png,eczema,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows the scalp with areas of erythema and rough, scaly patches. There appears to be some hair thinning, but the details are not sufficient to make a conclusive diagnosis."
23,public/stasis-dermatitis-20.jpg,eczema,sam_llm_guided,stasis dermatitis,0,0.5,2,non-infectious,0.9,"Extensive erythema, scaling, and crusting present on the lower leg and ankle. There is evidence of skin thickening with both acute and chronic inflammatory changes."
24,youtube/uzcGVrNYLaI_frame_343_0_0.jpg,eczema,sam_llm_guided,psoriasis,0,0.5,2,non-infectious,0.9,"The image shows well-demarcated, erythematous plaques with silvery scales on the elbow. The lesions are chronic and may have a history of itching or flaking."
25,public/ISIC_1842966.JPG,basal cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.4,"The image shows a close-up view of skin with a pink, irregular surface. There are visible hairs and some areas of varying pigmentation. Without more context or diagnostic tools, a definitive diagnosis"
26,public/ISIC_0022074.JPG,basal cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.4,"The image shows a small, brownish skin lesion that is slightly darker than the surrounding skin. The surrounding areas have some mild erythema and pigmentation, but the clarity and resolution of the i"
27,youtube/ibybqKzOz54_frame_5920_1.jpg,basal cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a pinkish area with some visible blood vessels and faint skin texture. There is a marked area with branching lines indicating vessels, but without a clear skin lesion or identifiable c"
28,public/ISIC_0022408.JPG,basal cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a slightly erythematous, possibly scaly lesion on a background of lighter skin. Due to the lack of detail and context, a definitive diagnosis cannot be made."
29,youtube/jt3qSMam07o_frame_4640_1.jpg,basal cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a raised, dome-shaped lesion with a shiny surface, possibly with central indentation. The surrounding skin appears slightly erythematous. The lesion could be consistent with a number o"
30,youtube/ZkntcZt0aho_frame_58923_1.jpg,proliferations,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,The image shows an area of erythema with a slightly raised texture. The borders are not sharply defined. The lesion appears to be localized on the skin surface. Without further context or closer exami
31,youtube/ue12XjkOV_E_frame_48562_0_0.jpg,proliferations,sam_llm_guided,eczema,0,0.0,4,root,0.9,"The skin on the ankle shows areas of dryness, redness, and scaling indicative of eczema. The texture appears irregular and may be associated with itchiness."
32,youtube/BZ21v4OaWpM_frame_21990_2.jpg,proliferations,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows the lips with no clearly identifiable lesions or abnormalities that specifically indicate a particular skin condition. The lips appear slightly swollen or thickened, but without clear "
33,youtube/4DN_SfwZZXU_frame_19788_0_0.jpg,proliferations,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.3,The image does not clearly show a definitive skin lesion or recognizable human skin features.
34,youtube/oa3o-pGMz-U_frame_0_0.jpg,proliferations,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows a patchy, slightly raised, erythematous rash on the forearm with small blisters or papules. The surrounding skin appears normal."
35,"edu/Argenziano, Giuseppe- Giacomel, Jason- Zalaudek, Iris - Dermatoscopy of Non-Pigmented Skin Tumors - Pink - Think - Blink.-CRC Press (2015)_00030_07186_1.jpg",squamous cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a close-up view with pinkish-red areas and some superficial blood vessels visible. There is an arrow pointing to a central area, potentially indicating a point of interest, but no dist"
36,youtube/1O4E-aTIIiY_frame_8598_0.jpg,squamous cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows an area of skin with erythematous and possibly ulcerated lesions with some crusting. There is a lack of clarity in size, border, and distribution making a specific diagnosis uncertain."
37,youtube/ydZgOLJuf6U_frame_43277_1.jpg,squamous cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows an area on the scalp with hair loss and some scaling or crusting at the site of hair loss. The surrounding skin appears normal, with some areas of erythema or redness."
38,youtube/EScWfQK7pvA_frame_36436_0.jpg,squamous cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a view of a scalp with diffuse hair thinning or loss. There is an area near the top of the head with lighter pigmentation, suggesting possible scarring or an inflammatory process. The "
39,public/ISIC_0021072.JPG,squamous cell carcinoma,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a diffuse area of erythema (redness) on the skin, with some visible scaling. The area appears relatively undefined and there are no clear or distinct lesions present."
40,IIYI/20486_2.png,urticaria,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows multiple, irregularly-shaped, red patches on the skin of the shoulder or upper arm. The lesions are non-pustular and do not appear to have scaling or crusting."
41,public/-1542787778564695920.png,urticaria,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,The image shows an area of skin with diffuse pinkish-red discoloration and no distinct lesions. The texture appears slightly raised but without clear definition of specific skin findings.
42,youtube/EHC3ejfvcrY_frame_3125_0_0.jpg,urticaria,sam_llm_guided,acne rosacea,0,0.0,-1,,0.9,"The image shows a flushed redness with some papules on the cheek and nose, typical of acne rosacea. The skin appears irritated with visible broken capillaries."
43,youtube/sdvE0xFsk7U_frame_896_0_0.jpg,urticaria,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a forearm with multiple faint, slightly erythematous patches. The patches are irregular in shape, and vary in size. The skin appears otherwise normal with no signs of scaling, crusting"
44,youtube/eH4cE2rg_ak_frame_29458_1.jpg,urticaria,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,The image shows both legs with areas of hyperpigmentation along with some dryness. The skin appears to have some discoloration but no specific lesions or patterns strongly indicative of a particular s
45,youtube/d-nF_cZBgBY_frame_31402_0_0.jpg,lichen planus,sam_llm_guided,lichen planus,1,1.0,0,Lichen planus,0.9,"The image shows violaceous, flat-topped papules and plaques with some scaling, primarily located on the wrists. The lesions appear to be well-defined and possibly pruritic."
46,youtube/tMQAGKMxUEw_frame_73886_0.jpg,lichen planus,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.3,The image shows a section of skin with a central dark area. The surrounding skin appears lighter. The visibility and details are insufficient for a confident diagnosis.
47,pubmed/a4_f4_PMC8859620_JOMFP_25_383_g004.png,lichen planus,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows the interior of the oral cavity, including gums and teeth. No clear skin lesion or distinct abnormality is visible within the oral mucosa in this image."
48,youtube/jDTD1kfijoY_frame_17131_0_0.jpg,lichen planus,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a red and scaly surface, possibly human skin, covered with white flakes. However, the lack of clear context or additional lesions makes it difficult to determine a specific condition."
49,IIYI/10730_4.png,lichen planus,sam_llm_guided,lichen simplex chronicus,0,0.4,3,non-infectious,0.85,"The image shows thickened, scaly patches of skin with some areas appearing lichenified, likely due to chronic scratching or rubbing."
50,public/warts-common-39.jpg,molluscum contagiosum,sam_llm_guided,skin tag (acrochordon),0,0.0,-1,,0.9,"The image shows a small, soft, flesh-colored, pedunculated growth on the eyelid. It is characteristic of a skin tag, which is benign and often found in areas of friction."
51,IIYI/29217_1.png,molluscum contagiosum,sam_llm_guided,miliaria rubra,0,0.0,-1,,0.85,"Multiple small, red, itchy papules arranged in a linear pattern, suggestive of heat rash."
52,public/herpes-type-1-recurrent-94.jpg,molluscum contagiosum,sam_llm_guided,herpes labialis,0,0.0,-1,,0.9,There are multiple grouped vesicles with an erythematous base located on the upper lip and extending slightly to the perioral area. The vesicles appear to be fluid-filled and some have begun to crust.
53,public/warts-common-64.jpg,molluscum contagiosum,sam_llm_guided,molluscum contagiosum,1,1.0,0,Molluscum contagiosum,0.9,"Multiple dome-shaped, flesh-colored to pink papules with central umbilication are present on the dorsum of the hand and fingers. A larger, hyperpigmented lesion with a smooth surface and central kerat"
54,public/corns-26.jpg,molluscum contagiosum,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows an area of skin on the sole of the foot. There is a small, pinkish, slightly raised lesion with some scaling, but no definitive distinguishing features are present to make a specific d"
55,"note/Diane Jackson-Richards, Amit G. Pandya (eds.) - Dermatology Atlas for Skin of Color-Springer-Verlag Berlin Heidelberg (2014)_00020_00168_0.png",vitiligo,sam_llm_guided,vitiligo,1,1.0,0,Vitiligo,0.8,"The image shows a patch of hypopigmented skin on the forearm. The affected area is significantly lighter than the surrounding skin, with a well-defined, irregular border."
56,youtube/ughfUshyayw_frame_4579_0_0.jpg,vitiligo,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.3,The image shows a pink and red diffuse area with no distinct lesions or identifiable features. It lacks sharp demarcation or specific characteristics that can lead to a confident diagnosis.
57,youtube/dmTY89DBhAg_frame_41032_0.jpg,vitiligo,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a section of skin with some hair, but no distinct lesions or identifiable skin conditions are visible."
58,note/疑难皮肤病彩色图谱OCR_00257_14590_0.png,vitiligo,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a diffuse distribution of small, flat, tan-to-dark spots scattered across the chest and abdomen. The spots appear uniform in color and size, with no clear evidence of inflammation or o"
59,pubmed/9f_db_PMC6927254_CCID-12-911-g0002_1.jpg,vitiligo,sam_llm_guided,vitiligo,1,1.0,0,Vitiligo,0.9,"Patches of depigmented skin on the dorsal surface of the hand, with well-defined borders, typical of vitiligo."
60,public/sebaceous-hyperplasia-71.jpg,seborrheic keratoses,sam_llm_guided,basal cell carcinoma,0,0.5,3,non-melanocytic,0.9,"The image shows a raised, pinkish lesion with a pearly texture and visible blood vessels, characteristic of basal cell carcinoma."
61,public/seborrheic-keratosis-irritated-33.jpg,seborrheic keratoses,sam_llm_guided,seborrheic keratosis,0,0.8,1,Seborrheic keratosis,0.9,"A raised, warty, and well-defined papule with a rough surface. The lesion is pigmented, with a combination of black, brown, and pink colors. It appears stuck-on and shows some scaling."
62,public/porokeratosis-31.jpg,seborrheic keratoses,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.7,"Scattered red papules on the lower legs with no definitive pattern or central lesions, slightly erythematous. The lesions appear diffuse and non-specific."
63,public/dermatofibroma-123.jpg,seborrheic keratoses,sam_llm_guided,Basal Cell Carcinoma,0,0.5,3,non-melanocytic,0.9,"A pearly, pinkish nodule with a central depression and rolled edges, characteristic of basal cell carcinoma, is observed on the skin."
64,public/epidermal-cyst-108.jpg,seborrheic keratoses,sam_llm_guided,seborrheic keratosis,0,0.8,1,Seborrheic keratosis,0.9,"A small, well-circumscribed lesion with a warty and scaly surface, appearing slightly elevated and pigmented."
65,public/Lichen-Sclerosus-Penis-4.jpg,"lichen planus, psoriasis",sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a smooth, pinkish area on the glans of the penis with no distinct lesions or abnormalities visible. The skin does not appear to have any significant textural changes, discoloration, or"
66,public/Psoriasis-Chronic-Plaque-170.jpg,"lichen planus, psoriasis",sam_llm_guided,psoriasis,0,0.0,-1,,0.9,"A well-demarcated, large, red plaque with a silvery-white scaly surface located on the elbow. The lesion appears thickened and raised."
67,public/Lichen-Sclerosis-Vulva-22.jpg,"lichen planus, psoriasis",sam_llm_guided,intertrigo,0,0.0,-1,,0.9,"The image shows an erythematous, macerated area with some scaling in the intergluteal cleft. The skin appears inflamed and possibly moist, which is typical of intertrigo."
68,public/Psoriasis-Guttate-75.jpg,"lichen planus, psoriasis",sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows multiple small, red papules on the skin. These lesions are scattered across a smooth surface and appear slightly raised. There is no visible scaling, blistering, or significant inflamm"
69,public/psoriasis-scalp-78.jpg,"lichen planus, psoriasis",sam_llm_guided,seborrheic dermatitis,0,0.0,-1,,0.9,"The image shows erythematous, scaly patches on the scalp and upper neck. There is evident scaling and flakiness consistent with seborrheic dermatitis."
70,IIYI/22269_2.png,herpes zoster,sam_llm_guided,herpes zoster,1,1.0,0,Herpes zoster,0.9,"The image shows a cluster of red patches and vesicular lesions with crusting, following a dermatomal distribution. Some areas exhibit scabbing and healing erosions."
71,IIYI/24063_2.png,herpes zoster,sam_llm_guided,eczema,0,0.1667,5,inflammatory,0.8,The image shows an inflammatory skin condition on the forearm characterized by multiple small papules and patches of erythema with some scaling. The lesions appear to be diffuse and clustered.
72,IIYI/830_3.png,herpes zoster,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"Multiple small, erythematous papules scattered across the back area. Lesions are uniform in size and distribution. No evidence of crusting, scaling, or pus."
73,IIYI/25663_2.png,herpes zoster,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows large, tense blisters with clear fluid on the thigh, surrounded by erythematous skin. Additional small, grouped vesicles are also visible in the surrounding area."
74,public/3730702458099585701.png,herpes zoster,sam_llm_guided,psoriasis,0,0.1667,5,inflammatory,0.9,"The image shows red, raised patches with silvery-white scales located on the elbow. The plaques appear well-demarcated and suggestive of a chronic inflammatory condition."
75,edu/(Eğitim Tanrısı) George Laskaris - Color Atlas of Oral Diseases- Diagnosis and Treatment-Thieme (2017)_00221_00884.png,ulcer,sam_llm_guided,aphthous ulcer,0,0.0,-1,,0.9,"The image shows a round ulcerative lesion with a white or yellowish necrotic center and an erythematous halo, located on the inner lip. This appearance is characteristic of an aphthous ulcer, commonly"
76,pubmed/a5_e7_PMC5004559_CCD-7-401-g002_1.jpg,ulcer,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows the interior of an open mouth, including teeth and parts of the gums and inner cheeks. There is a visible area of redness and swelling, but due to the lack of clear distinguishing feat"
77,pubmed/13_ca_PMC6106674_abd-93-05-0726-g01_3.jpg,ulcer,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows multiple small, scattered hyperpigmented lesions on the arm. There is insufficient detail to determine the exact nature of the skin condition."
78,pubmed/e3_11_PMC4147289_GRP2014_934159.003.png,ulcer,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,The image shows the surface of the tongue with visible papillae. There are no clear or specific lesions or abnormalities observable that could lead to a definitive dermatological diagnosis.
79,youtube/UsoXCLoC0bQ_frame_23401_2.jpg,ulcer,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,There are multiple ulcerated lesions on the forearm. The lesions are erythematous and appear to be at different stages of healing. Some have crusting and others show more pronounced ulceration. The su
80,youtube/IXZC_NOKpq0_frame_38432_0.jpg,contact dermatitis,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows a person undergoing a procedure on the neck with the use of a gel and an ultrasound or similar device. There is redness from the gel or pressure, but no specific skin lesion is identif"
81,youtube/XYW6aQervTY_frame_50_0_0.jpg,contact dermatitis,sam_llm_guided,solar lentigines,0,0.0,-1,,0.9,"The image shows flat, brown, well-defined spots on the facial skin, consistent with solar lentigines, commonly known as age or liver spots, often due to prolonged sun exposure."
82,youtube/y1SpcTyifcU_frame_64505_0.jpg,contact dermatitis,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a dark discoloration over the nose area. The affected individual appears to be in a medical setting with various monitoring devices attached. However, without further clinical informat"
83,youtube/CKj3GPY9dvc_frame_480_0_0.jpg,contact dermatitis,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows what appears to be the inside of the oral cavity with a visible area of white plaque, which could be due to a variety of conditions such as oral thrush, leukoplakia, or tonsillar exuda"
84,youtube/WSjmXzl22Pk_frame_8766_0_0.jpg,contact dermatitis,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows a surgical procedure being performed on skin, but does not clearly depict a specific skin lesion or condition suitable for diagnosis."
85,public/tinea-incognito-51.jpg,"candidiasis, tinea",sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.7,"The image shows a section of skin in the armpit area with red, scaly, circular patches, possibly indicative of a fungal infection or eczema. The lesions are well-circumscribed with some areas appearin"
86,public/tinea-versicolor-162.jpg,"candidiasis, tinea",sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows multiple dark brown, flat to slightly raised lesions scattered across the back. The lesions vary in size and are distributed irregularly."
87,public/tinea-foot-webs-11.jpg,"candidiasis, tinea",sam_llm_guided,onychomycosis,0,0.0,-1,,0.9,"The image shows a thickened, discolored toenail with scaling and possible subungual debris, consistent with a fungal infection known as onychomycosis."
88,public/tinea-groin-120.jpg,"candidiasis, tinea",sam_llm_guided,tinea cruris,0,0.0,-1,,0.9,"A well-demarcated, erythematous patch with mild scaling and central clearing, located in the inner thigh and groin area. The lesion appears to have an advancing border."
89,public/tinea-foot-dorsum-4.jpg,"candidiasis, tinea",sam_llm_guided,eczema,0,0.0,-1,,0.9,"The image shows erythematous patches and plaques with some scaling and excoriation on the heel, indicative of eczema."
90,youtube/iZrp1daJWk0_frame_15452_0.jpg,tinea,sam_llm_guided,seborrheic dermatitis,0,0.1429,6,inflammatory,0.9,"Thick, yellowish, crusty scales covering the scalp, with some areas of apparent redness underneath the scales."
91,edu/Illustrated-Manual-of-Pediatric-Dermatology-Diagno...-批量 OCR_00166_10141.png,tinea,sam_llm_guided,folliculitis,0,0.3333,4,infectious,0.8,The image shows multiple small pustules and papules on the posterior neck and proximal hairline of the scalp. The lesions appear erythematous and aligned in a linear pattern.
92,youtube/1rQ9PmDOrSs_frame_11842_2.jpg,tinea,sam_llm_guided,tinea corporis,0,0.6,2,fungal,0.9,"The image shows two round, erythematous lesions with well-defined raised borders and central clearing, characteristic of a fungal infection like tinea corporis."
93,youtube/609D9bQFAtc_frame_56165_0.jpg,tinea,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,The image shows toes with red discoloration and possible swelling. The condition can't be confidently diagnosed based on the image alone.
94,public/-5081790413284637815.png,tinea,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.6,"The image shows a patch of red, slightly scaly skin on the upper back. The lesion appears mildly inflamed but lacks distinct features to suggest a specific diagnosis."
95,youtube/zzxJOYcnQ6g_frame_1727_0.jpg,scabies,sam_llm_guided,lichen planus,0,0.1667,5,inflammatory,0.85,"The image shows multiple small, flat-topped, purplish papules on the wrist. These lesions are characteristic of lichen planus, often with a violaceous hue and may appear in a linear arrangement."
96,youtube/EU7EEKXaFcg_frame_42145_0.jpg,scabies,sam_llm_guided,impetigo,0,0.2857,5,infectious,0.9,"The image shows the face of a child with multiple erythematous lesions, some with overlying crusting, characteristic of impetigo. The lesions appear red with a slightly weepy or crusted surface, typic"
97,youtube/zHIWVerNenY_frame_735_0_0.jpg,scabies,sam_llm_guided,exfoliative dermatitis,0,0.1667,5,inflammatory,0.9,"The image shows extensive scaling and erythema on the neck and upper back, indicative of severe exfoliation and inflammation of the skin."
98,youtube/QjNDAQVm9Ys_frame_9240_0_0.jpg,scabies,sam_llm_guided,eczema,0,0.1667,5,inflammatory,0.8,"Infant with erythematous, scaly, and slightly crusted lesions on the soles, indicating a likely case of eczema."
99,IIYI/10883_2.png,scabies,sam_llm_guided,no definitive diagnosis,0,0.0,-1,,0.5,"The image shows an arm with some faint reddish discoloration, but no distinct or well-defined lesions can be seen clearly."
